name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
,215,234409710,,yes,,,"POLYGON ((12.5131063 55.79214, 12.5130265 55.7920664, 12.5128624 55.7921231, 12.5129424 55.7921966, 12.5131063 55.79214))",POINT (12.5129844 55.7921315),115.8,1246.0
,216,234409712,,yes,,,"POLYGON ((12.5177984 55.7912363, 12.5177738 55.7913192, 12.5179491 55.7913358, 12.5179737 55.7912529, 12.5177984 55.7912363))",POINT (12.5178737 55.791286),104.3,1122.3
,217,234409714,,yes,,,"POLYGON ((12.5132894 55.7922317, 12.513208 55.7922515, 12.5132095 55.7922295, 12.5131026 55.792226, 12.5131013 55.7922437, 12.5130312 55.7922682, 12.5130123 55.7922507, 12.5129751 55.7922638, 12.5129501 55.7922426, 12.5128731 55.7922697, 12.5128972 55.792291, 12.5128474 55.7923086, 12.5128827 55.7923425, 12.5128512 55.7923529, 12.5128897 55.7923885, 12.5129219 55.7923778, 12.512926 55.7923825, 12.5131527 55.7923041, 12.5131501 55.7923369, 12.5131997 55.7923362, 12.5132011 55.7923251, 12.5132724 55.7923058, 12.5132405 55.7922628, 12.5132528 55.7922598, 12.5132856 55.7923032, 12.5133337 55.7922917, 12.5133393 55.7922993, 12.5135898 55.7922392, 12.5135704 55.7922141, 12.5136089 55.7922049, 12.5136033 55.7921969, 12.5136408 55.7921879, 12.5136658 55.7922208, 12.5139243 55.7921584, 12.5138689 55.7920857, 12.5136209 55.7921456, 12.5136003 55.7921185, 12.5135525 55.7921301, 12.5135778 55.7921633, 12.5135389 55.7921726, 12.5135362 55.7921689, 12.5134667 55.7921856, 12.5134369 55.7921461, 12.5135058 55.7921295, 12.5134694 55.7920812, 12.513325 55.7921158, 12.5133617 55.7921643, 12.5133774 55.7921605, 12.5134066 55.7921993, 12.5132866 55.7922281, 12.5132894 55.7922317))",POINT (12.5133654 55.7922272),698.8,7522.2
,218,234409722,,yes,,,"POLYGON ((12.5181497 55.7918271, 12.5179631 55.7918446, 12.518 55.7919681, 12.5180201 55.7919662, 12.5180238 55.791979, 12.5180977 55.7919721, 12.5180938 55.7919593, 12.5182054 55.7919487, 12.5181935 55.7919087, 12.5181727 55.7919107, 12.5181672 55.791892, 12.5181876 55.7918901, 12.5181753 55.7918486, 12.5181566 55.7918504, 12.5181497 55.7918271))",POINT (12.5180805 55.7919004),182.7,1967.0
,219,234409732,,yes,,,"POLYGON ((12.5143682 55.7914831, 12.5142884 55.7915038, 12.5143433 55.791571, 12.5142145 55.7916044, 12.5142608 55.791661, 12.5142109 55.791674, 12.514204 55.7916656, 12.5141393 55.7916824, 12.5141867 55.7917401, 12.5142741 55.7917174, 12.5142684 55.7917104, 12.514504 55.7916493, 12.5143682 55.7914831))",POINT (12.5143321 55.7916235),270.8,2914.9
,220,234409734,,yes,,,"POLYGON ((12.5173967 55.7932258, 12.5173864 55.7932266, 12.5174136 55.7933338, 12.517577 55.7933207, 12.5175498 55.7932135, 12.5175357 55.7932146, 12.5175297 55.7931944, 12.5173917 55.793206, 12.5173967 55.7932258))",POINT (12.5174792 55.793265),144.5,1555.3
,221,234409736,,yes,,,"POLYGON ((12.513583 55.7931793, 12.5137934 55.7931264, 12.51374 55.7930584, 12.5137947 55.7930447, 12.5137397 55.7929753, 12.5136775 55.7929908, 12.5137279 55.7930547, 12.5137121 55.7930584, 12.5136924 55.7930331, 12.5136338 55.793048, 12.513653 55.793074, 12.5135254 55.7931065, 12.513583 55.7931793))",POINT (12.5136759 55.7930918),177.3,1908.7
,222,234409738,,yes,,,"POLYGON ((12.5145363 55.7915271, 12.5145321 55.7915282, 12.514566 55.7915702, 12.5147504 55.7915227, 12.5146657 55.7914185, 12.5147115 55.7914068, 12.51466 55.7913433, 12.5146146 55.7913552, 12.5146002 55.7913374, 12.5144688 55.7913712, 12.5145449 55.791465, 12.5144985 55.7914757, 12.5145363 55.7915271))",POINT (12.514607 55.7914513),268.3,2887.4
,223,234409745,,yes,,,"POLYGON ((12.5180144 55.7932939, 12.5183277 55.7932666, 12.5183017 55.7931719, 12.5179196 55.793205, 12.5179407 55.7932828, 12.5180099 55.7932768, 12.5180144 55.7932939))",POINT (12.5181284 55.7932341),250.4,2695.6
,224,234409747,,yes,,,"POLYGON ((12.5163989 55.7933265, 12.5163165 55.7932258, 12.516356 55.7932156, 12.5162896 55.7931338, 12.5162334 55.7931484, 12.5162636 55.7931855, 12.5161474 55.7932155, 12.516266 55.7933611, 12.5163989 55.7933265))",POINT (12.5162768 55.7932556),195.8,2107.7
,225,234409748,,yes,,,"POLYGON ((12.5220269 55.7917035, 12.5222766 55.7916671, 12.5222385 55.7915844, 12.522137 55.7915992, 12.5221463 55.7916194, 12.5219981 55.791641, 12.5220269 55.7917035))",POINT (12.5221437 55.791648),131.5,1415.3
,226,234409749,,yes,,,"POLYGON ((12.5150724 55.7932957, 12.5150399 55.7932554, 12.5150835 55.7932443, 12.5150623 55.793218, 12.5150174 55.7932296, 12.515014 55.7932252, 12.5149326 55.7932461, 12.5149033 55.7932098, 12.5147788 55.7932417, 12.5148651 55.7933488, 12.5150724 55.7932957))",POINT (12.5149276 55.7932745),171.2,1842.6
,227,234409751,,yes,,,"POLYGON ((12.5190046 55.7916234, 12.5189749 55.7915506, 12.5188971 55.7915607, 12.5188648 55.7914816, 12.5187992 55.7914903, 12.5188064 55.7915079, 12.5187289 55.791518, 12.5187504 55.7915705, 12.5185755 55.7915933, 12.518609 55.7916749, 12.5190046 55.7916234))",POINT (12.5187929 55.7915923),296.2,3187.8
,228,234409753,,yes,,,"POLYGON ((12.516789 55.7916373, 12.5169307 55.7916519, 12.5169401 55.7916229, 12.5167838 55.7916067, 12.516789 55.7916373))",POINT (12.5168609 55.7916295),31.2,336.0
,229,234409754,,yes,,,"POLYGON ((12.519251 55.7928591, 12.5195163 55.7928243, 12.5194794 55.7927351, 12.5193708 55.792749, 12.5193661 55.7927376, 12.5192407 55.792754, 12.5192485 55.7927731, 12.5192381 55.7927744, 12.5192557 55.7928171, 12.5191197 55.7928347, 12.5191385 55.7928855, 12.5192564 55.7928711, 12.519251 55.7928591))",POINT (12.5193321 55.792806),220.3,2371.3
,230,234409756,,yes,,,"POLYGON ((12.5150209 55.7927916, 12.5151872 55.7927518, 12.5151838 55.7927471, 12.5152075 55.7927415, 12.5151831 55.792709, 12.515156 55.7927155, 12.5151337 55.7926859, 12.5150744 55.7927001, 12.5150601 55.7926811, 12.5150052 55.7926942, 12.5149675 55.7926442, 12.5149203 55.7926555, 12.5149158 55.7926494, 12.5148602 55.7926627, 12.5149245 55.7927479, 12.5149781 55.792735, 12.5150209 55.7927916))",POINT (12.5150274 55.7927186),171.2,1842.3
,231,234409759,,yes,,,"POLYGON ((12.5193153 55.79317, 12.5192669 55.7931802, 12.5193809 55.7933531, 12.5195203 55.7933238, 12.5194063 55.7931509, 12.5193957 55.7931532, 12.5193778 55.7931253, 12.5192969 55.7931424, 12.5193153 55.79317))",POINT (12.5193896 55.7932432),209.3,2252.4
,232,234409761,,yes,,,"POLYGON ((12.520087 55.7929759, 12.5200987 55.7929744, 12.5201136 55.7930107, 12.5201961 55.793, 12.5201818 55.7929652, 12.5202459 55.7929569, 12.5202331 55.7929257, 12.5201023 55.792942, 12.5201036 55.7929452, 12.520076 55.7929489, 12.5200735 55.7929429, 12.5200281 55.7929488, 12.5200433 55.7929867, 12.5200889 55.7929808, 12.520087 55.7929759))",POINT (12.5201386 55.7929649),69.7,750.2
,233,234409763,,yes,,,"POLYGON ((12.5131017 55.7914207, 12.5131191 55.7914366, 12.5131855 55.7914138, 12.513087 55.7913233, 12.5130417 55.7913389, 12.5130156 55.7913149, 12.5129385 55.7913415, 12.512965 55.7913662, 12.5129109 55.7913849, 12.5129912 55.7914588, 12.5131017 55.7914207))",POINT (12.5130406 55.7913869),154.1,1658.6
,234,234409764,,yes,,,"POLYGON ((12.5153831 55.7916677, 12.51537 55.7916515, 12.5153123 55.7916663, 12.5153648 55.791731, 12.5154109 55.7917192, 12.5154273 55.7917394, 12.5155687 55.7917031, 12.5155793 55.7917161, 12.5156732 55.791692, 12.5156071 55.7916101, 12.5153831 55.7916677))",POINT (12.5154995 55.7916786),173.6,1868.6
,235,234409766,,yes,,,"POLYGON ((12.5190493 55.7913286, 12.5191904 55.7912915, 12.5191721 55.7912675, 12.5191992 55.7912615, 12.519172 55.7912256, 12.5191453 55.791232, 12.5191267 55.7912109, 12.5189876 55.7912436, 12.5190493 55.7913286))",POINT (12.5190948 55.7912672),104.6,1126.0
,236,234409767,,yes,,,"POLYGON ((12.5179679 55.7926153, 12.518085 55.7926066, 12.5180792 55.7925788, 12.518103 55.7925776, 12.5180961 55.7925469, 12.5180723 55.7925485, 12.5180659 55.7925197, 12.5179259 55.7925301, 12.5179326 55.7925616, 12.5178564 55.7925681, 12.5178712 55.792623, 12.5179072 55.7926205, 12.5179122 55.7926399, 12.5179563 55.7926371, 12.5179548 55.7926292, 12.5179705 55.7926282, 12.5179679 55.7926153))",POINT (12.5179807 55.7925772),128.9,1387.5
,237,234409771,,yes,,,"POLYGON ((12.5151499 55.7931978, 12.515194 55.7932551, 12.5153987 55.7932035, 12.5153715 55.7931653, 12.5154033 55.7931571, 12.5153455 55.7930818, 12.5153051 55.7930923, 12.5153238 55.7931153, 12.5151953 55.7931486, 12.5152215 55.7931809, 12.5151499 55.7931978))",POINT (12.5152865 55.7931771),156.0,1679.4
,238,234409772,,yes,,,"POLYGON ((12.5153987 55.7933265, 12.5155621 55.7935268, 12.5156846 55.793499, 12.5155598 55.7933488, 12.5156066 55.793335, 12.5155647 55.7932865, 12.5153987 55.7933265))",POINT (12.515543 55.7934042),221.5,2384.3
,239,234409773,,yes,,,"POLYGON ((12.518549 55.7928297, 12.5188153 55.7928075, 12.5187941 55.7927268, 12.5187051 55.7927342, 12.5187073 55.792743, 12.5185301 55.7927577, 12.518549 55.7928297))",POINT (12.5186757 55.7927808),142.2,1530.7
,240,234409774,,yes,,,"POLYGON ((12.5156607 55.7921613, 12.515509 55.7921975, 12.5155475 55.7922493, 12.51551 55.7922582, 12.5155283 55.7922827, 12.5155654 55.7922735, 12.5155691 55.7922771, 12.5157052 55.7922449, 12.5156749 55.7922042, 12.5157438 55.7921855, 12.5157074 55.7921434, 12.5156965 55.7921464, 12.515668 55.7921135, 12.5156466 55.7921119, 12.5156303 55.7921238, 12.5156607 55.7921613))",POINT (12.5156235 55.7922074),132.8,1429.5
,241,234409775,,yes,,,"POLYGON ((12.5148604 55.7914797, 12.5147864 55.7914987, 12.514818 55.7915363, 12.5150236 55.7914838, 12.5150004 55.7914547, 12.5150484 55.7914426, 12.5150173 55.7914036, 12.5149963 55.7914091, 12.5149269 55.7913225, 12.5147914 55.7913568, 12.5148616 55.7914444, 12.5148371 55.7914506, 12.5148604 55.7914797))",POINT (12.5149092 55.7914299),213.3,2295.7
,242,234409776,,yes,,,"POLYGON ((12.5196318 55.7921448, 12.5198308 55.7921111, 12.5197791 55.7920138, 12.5196414 55.7920371, 12.5196817 55.7921125, 12.5196203 55.7921229, 12.5196318 55.7921448))",POINT (12.5197289 55.7920791),112.0,1206.0
121B,243,234409781,,yes,,,"POLYGON ((12.526058 55.7911178, 12.5260565 55.7911985, 12.5263169 55.7912001, 12.5263185 55.7911194, 12.526058 55.7911178))",POINT (12.5261875 55.7911589),146.7,1579.0
,244,234409783,,yes,,,"POLYGON ((12.5199764 55.7927641, 12.5200182 55.7927586, 12.5200192 55.7927609, 12.5201029 55.7927501, 12.5201059 55.7927489, 12.5202037 55.7927361, 12.5202073 55.7927441, 12.5203099 55.79273, 12.5202773 55.7926551, 12.520184 55.792668, 12.5201748 55.7926458, 12.5200657 55.7926602, 12.5200802 55.792695, 12.5199972 55.7927059, 12.5199984 55.7927089, 12.5199558 55.7927144, 12.5199764 55.7927641))",POINT (12.5201406 55.7927075),173.3,1865.3
,245,234409785,,yes,,,"POLYGON ((12.5157442 55.7920787, 12.5158723 55.792236, 12.5158914 55.7922313, 12.5159047 55.792248, 12.5159788 55.7922295, 12.5159659 55.7922137, 12.5159979 55.7922062, 12.5159517 55.792145, 12.5160501 55.7921206, 12.5159599 55.7920055, 12.5158792 55.7920256, 12.5159142 55.7920704, 12.5158408 55.7920887, 12.5158186 55.7920602, 12.5157442 55.7920787))",POINT (12.515906 55.7921264),254.0,2733.5
,246,234409786,,yes,,,"POLYGON ((12.5175487 55.7914077, 12.5175276 55.7915258, 12.5176538 55.791533, 12.5176587 55.7915058, 12.5178496 55.7915166, 12.517866 55.7914256, 12.5175487 55.7914077))",POINT (12.5176879 55.7914678),227.6,2450.1
,247,234409788,,yes,,,"POLYGON ((12.5167309 55.7918849, 12.5167485 55.7918838, 12.5167525 55.7919003, 12.5168364 55.7918937, 12.5168328 55.7918773, 12.5168729 55.7918742, 12.5168227 55.79167, 12.5166809 55.7916809, 12.5167309 55.7918849))",POINT (12.5167776 55.7917826),215.8,2323.1
,248,234409789,,yes,,,"POLYGON ((12.5155859 55.7931477, 12.5155737 55.7931508, 12.5155989 55.7931818, 12.5157551 55.7931417, 12.515659 55.7930227, 12.5155778 55.7930434, 12.5156104 55.7930838, 12.5155469 55.7931001, 12.5155859 55.7931477))",POINT (12.5156461 55.7931072),126.4,1360.9
,249,234409790,,yes,,,"POLYGON ((12.5236947 55.7918679, 12.5237911 55.7918523, 12.5237562 55.7917842, 12.5236599 55.7917998, 12.5236947 55.7918679))",POINT (12.5237255 55.7918261),49.6,533.7
,250,234409793,,yes,,,"POLYGON ((12.5151457 55.792316, 12.515278 55.7922818, 12.515264 55.7922647, 12.5152783 55.792261, 12.5151585 55.7921177, 12.5150261 55.7921501, 12.5151398 55.7922909, 12.5151276 55.792294, 12.5151457 55.792316))",POINT (12.5151573 55.7922155),182.1,1959.6
,251,234409797,,yes,,,"POLYGON ((12.5171313 55.7918199, 12.5170905 55.7916872, 12.5170002 55.7916964, 12.5170114 55.7917358, 12.5169574 55.7917384, 12.5169816 55.7918318, 12.5171313 55.7918199))",POINT (12.5170451 55.7917656),123.0,1324.4
,252,234409799,,yes,,,"POLYGON ((12.5134765 55.792939, 12.51349 55.7929557, 12.5136109 55.7929248, 12.5134889 55.7927692, 12.5133686 55.7928005, 12.5134392 55.7928905, 12.5134006 55.7928989, 12.5134373 55.7929473, 12.5134765 55.792939))",POINT (12.5134851 55.7928676),172.5,1856.8
,253,234409800,,yes,,,"POLYGON ((12.5178837 55.7928532, 12.5181188 55.7928337, 12.5180859 55.7927082, 12.5179292 55.7927213, 12.5179434 55.7927755, 12.5179603 55.7927741, 12.5179665 55.7927982, 12.5178713 55.792806, 12.5178837 55.7928532))",POINT (12.5180079 55.7927852),163.7,1761.6
,254,234409804,,yes,,,"POLYGON ((12.5174061 55.7928066, 12.5174155 55.7928058, 12.5174043 55.7927656, 12.5172807 55.7927765, 12.5172892 55.7928078, 12.5172683 55.7928096, 12.5172917 55.7928937, 12.517427 55.7928818, 12.5174061 55.7928066))",POINT (12.5173478 55.7928306),109.6,1179.7
,255,234409805,,yes,,,"POLYGON ((12.5144763 55.7923325, 12.5144117 55.7923498, 12.514421 55.792359, 12.5144088 55.7923633, 12.5143865 55.7923403, 12.5143226 55.7923558, 12.5143974 55.7924415, 12.5144718 55.7924215, 12.5144802 55.7924314, 12.5145408 55.7924133, 12.5144763 55.7923325))",POINT (12.5144335 55.7923865),96.4,1037.6
,256,234409806,,yes,,,"POLYGON ((12.5177414 55.7916671, 12.5177655 55.7917577, 12.518088 55.7917305, 12.5180639 55.79164, 12.5177414 55.7916671))",POINT (12.5179147 55.7916988),208.4,2242.7
,257,234409807,,yes,,,"POLYGON ((12.5169303 55.7915708, 12.5169222 55.7915839, 12.516962 55.7915878, 12.5169662 55.7915743, 12.5171073 55.7915884, 12.5171254 55.7915202, 12.516949 55.7915039, 12.5169303 55.7915708))",POINT (12.5170248 55.7915472),89.1,959.1
,258,234409808,,yes,,,"POLYGON ((12.5170067 55.7922801, 12.5171528 55.7922654, 12.5171484 55.7922514, 12.5171623 55.79225, 12.5171554 55.7922284, 12.5171424 55.7922297, 12.5171284 55.7921854, 12.5171372 55.7921842, 12.5171252 55.7921478, 12.5170507 55.7921553, 12.5170625 55.792193, 12.5169817 55.792201, 12.5170067 55.7922801))",POINT (12.5170742 55.7922213),105.8,1138.5
,259,234409809,,yes,,,"POLYGON ((12.517045 55.792091, 12.5173153 55.7920669, 12.5172913 55.7919819, 12.517278 55.7919831, 12.5172668 55.7919429, 12.5172571 55.7919437, 12.5172479 55.7919087, 12.5172566 55.7919079, 12.5172453 55.7918662, 12.5172265 55.7918668, 12.5172258 55.7918626, 12.517315 55.7918553, 12.5173062 55.7918215, 12.5172107 55.7918292, 12.5172131 55.7918384, 12.5171789 55.7918412, 12.5171865 55.7918708, 12.5171148 55.7918773, 12.5171266 55.7919214, 12.5171818 55.7919161, 12.5171908 55.7919497, 12.5171626 55.7919522, 12.5171739 55.7919924, 12.5170212 55.792006, 12.517045 55.792091))",POINT (12.5171878 55.7919817),281.4,3028.6
,260,234409810,,yes,,,"POLYGON ((12.5143635 55.7927476, 12.5142378 55.7925901, 12.5140997 55.7926251, 12.5141826 55.7927287, 12.5140545 55.7927612, 12.5140955 55.7928126, 12.5142247 55.7927798, 12.5142265 55.7927822, 12.5143635 55.7927476))",POINT (12.5142101 55.7927059),237.5,2556.2
,261,234409811,,yes,,,"POLYGON ((12.5234733 55.7917021, 12.5235801 55.791685, 12.5235416 55.7916081, 12.5234348 55.7916251, 12.5234733 55.7917021))",POINT (12.5235074 55.7916551),61.9,666.6
,262,234409812,,yes,,,"POLYGON ((12.5188434 55.7913239, 12.5186889 55.7913611, 12.5187425 55.7914321, 12.5188973 55.7913948, 12.5188434 55.7913239))",POINT (12.518793 55.791378),90.5,974.6
,263,234409813,,yes,,,"POLYGON ((12.517019 55.7913976, 12.5170362 55.7913724, 12.5169521 55.7913542, 12.5169349 55.7913796, 12.517019 55.7913976))",POINT (12.5169855 55.7913759),17.0,183.2
,264,234409814,,yes,,,"POLYGON ((12.5190162 55.7919193, 12.5189983 55.7918923, 12.5189281 55.7919072, 12.518944 55.7919311, 12.5190162 55.7919193))",POINT (12.5189724 55.7919123),14.2,153.1
,265,234409817,,yes,,,"POLYGON ((12.5193548 55.7924987, 12.5192207 55.7925156, 12.5192439 55.7925746, 12.5192102 55.7925789, 12.5192324 55.792635, 12.5192665 55.7926308, 12.5192681 55.792635, 12.5194498 55.7926121, 12.5194315 55.7925658, 12.5193839 55.7925718, 12.5193548 55.7924987))",POINT (12.519316 55.7925732),147.5,1587.9
,266,234409818,,yes,,,"POLYGON ((12.5160777 55.7924607, 12.5161329 55.792528, 12.5163435 55.7924732, 12.5162511 55.7923606, 12.5161104 55.7923967, 12.5161477 55.7924421, 12.5160777 55.7924607))",POINT (12.516207 55.7924466),174.2,1875.0
,267,234409819,,yes,,,"POLYGON ((12.5186381 55.7923503, 12.5186185 55.7922746, 12.518596 55.7922765, 12.5185902 55.792255, 12.5184272 55.7922684, 12.5184328 55.7922898, 12.5183539 55.7922963, 12.5183737 55.7923721, 12.5186381 55.7923503))",POINT (12.5184983 55.7923158),167.7,1805.5
,268,234409821,,yes,,,"POLYGON ((12.5164014 55.7921775, 12.5165389 55.7921411, 12.5164212 55.7919939, 12.5162812 55.7920309, 12.5164014 55.7921775))",POINT (12.5164105 55.7920856),172.7,1858.9
,269,234409822,,yes,,,"POLYGON ((12.5187535 55.7932638, 12.5189003 55.7932518, 12.5189071 55.7932779, 12.5189906 55.7932711, 12.5189832 55.7932422, 12.518903 55.7932487, 12.5188602 55.7930825, 12.5187099 55.7930948, 12.5187535 55.7932638))",POINT (12.5188188 55.7931807),198.1,2132.3
,270,234409824,,yes,,,"POLYGON ((12.5153388 55.7926594, 12.5153976 55.7927328, 12.5156593 55.792666, 12.515604 55.7925926, 12.5154683 55.7926257, 12.5154415 55.7925895, 12.51536 55.792609, 12.5153869 55.7926458, 12.5153388 55.7926594))",POINT (12.5154881 55.7926566),187.5,2018.0
,271,234410302,,yes,,,"POLYGON ((12.5187236 55.7905223, 12.5185836 55.7905557, 12.5186701 55.7906707, 12.5187264 55.7906572, 12.5187324 55.7906651, 12.5187723 55.7906554, 12.5187662 55.7906475, 12.5188101 55.7906373, 12.5187236 55.7905223))",POINT (12.5186978 55.7905976),135.0,1453.4
,272,234410303,,yes,,,"POLYGON ((12.516627 55.7900521, 12.5165865 55.7900439, 12.5165543 55.790094, 12.5165109 55.7900851, 12.5164836 55.7901277, 12.5165883 55.7901491, 12.5166099 55.7901155, 12.5167247 55.7901388, 12.516799 55.790023, 12.5166632 55.7899954, 12.516627 55.7900521))",POINT (12.516656 55.7900774),173.7,1869.8
,273,234410304,,yes,,,"POLYGON ((12.5169436 55.7913342, 12.51701 55.7913472, 12.5170036 55.7913575, 12.5170463 55.7913658, 12.517052 55.7913565, 12.5170959 55.7913651, 12.5171467 55.7912831, 12.5170814 55.7912697, 12.5170882 55.7912589, 12.5170051 55.791242, 12.5169436 55.7913342))",POINT (12.5170453 55.7913069),107.4,1156.0
,274,234410305,,yes,,,"POLYGON ((12.5167756 55.7895306, 12.5170273 55.789529, 12.5170253 55.7894451, 12.5169454 55.7894456, 12.5169461 55.7894566, 12.5169154 55.7894567, 12.5169149 55.7894461, 12.5167909 55.7894469, 12.516791 55.7894516, 12.5167599 55.7894518, 12.5167611 55.7894919, 12.5167748 55.7894919, 12.5167756 55.7895306))",POINT (12.5168971 55.7894882),148.0,1593.2
,275,234410306,,yes,,,"POLYGON ((12.5147583 55.7906232, 12.5146939 55.7905206, 12.5144956 55.7905602, 12.5145446 55.7906408, 12.5145164 55.7906477, 12.5145312 55.790667, 12.5147583 55.7906232))",POINT (12.5146242 55.7905932),164.0,1764.9
,276,234410307,,yes,,,"POLYGON ((12.5135846 55.7913641, 12.5135868 55.7913245, 12.5136632 55.7913258, 12.5136662 55.7912693, 12.5135831 55.7912679, 12.5135821 55.7912868, 12.5135343 55.791286, 12.5135357 55.7912617, 12.5135563 55.7912621, 12.5135598 55.7911999, 12.5134493 55.7911979, 12.5134458 55.7912613, 12.5134641 55.7912616, 12.5134627 55.7912846, 12.5133406 55.7912826, 12.5133366 55.7913599, 12.5135846 55.7913641))",POINT (12.5134956 55.791297),225.2,2424.3
,277,234410308,,yes,,,"POLYGON ((12.518095 55.7909958, 12.5179124 55.7909585, 12.5179082 55.7909651, 12.5178858 55.7909607, 12.5178619 55.7909984, 12.5178843 55.791003, 12.5178824 55.7910061, 12.517854 55.7910009, 12.5178121 55.7910676, 12.5176687 55.7910381, 12.5176332 55.7910925, 12.5178113 55.791129, 12.5178295 55.7911035, 12.5178967 55.7911172, 12.5179087 55.7910979, 12.5180152 55.7911197, 12.518095 55.7909958))",POINT (12.517893 55.7910517),285.9,3077.5
,278,234410309,,yes,,,"POLYGON ((12.5176611 55.7907174, 12.5175089 55.7906874, 12.5174838 55.7907278, 12.517636 55.7907578, 12.5176611 55.7907174))",POINT (12.5175725 55.7907226),48.2,518.4
,279,234410310,,yes,,,"POLYGON ((12.5183095 55.7910225, 12.5183254 55.7909978, 12.5181503 55.7909636, 12.5181351 55.7909884, 12.5183095 55.7910225))",POINT (12.5182301 55.7909931),33.9,364.8
,280,234410311,,yes,,,"POLYGON ((12.5152718 55.7914485, 12.5154682 55.7913244, 12.5151914 55.7911858, 12.5151031 55.7912416, 12.5152812 55.7913308, 12.5151731 55.7913991, 12.5152718 55.7914485))",POINT (12.5152829 55.7913154),277.5,2987.2
,281,234410312,,yes,,,"POLYGON ((12.5165706 55.7903987, 12.5165902 55.7903658, 12.5165692 55.7903619, 12.5165823 55.79034, 12.5166 55.7903435, 12.5166784 55.7902218, 12.5165348 55.7901908, 12.5165297 55.7901997, 12.5164988 55.7901937, 12.5164843 55.7902163, 12.5165143 55.7902232, 12.5164832 55.7902716, 12.5164007 55.7902569, 12.5163808 55.7902895, 12.516325 55.7902777, 12.516302 55.7903132, 12.5164748 55.7903487, 12.5164576 55.7903768, 12.5165706 55.7903987))",POINT (12.5165169 55.7902918),256.8,2763.7
,282,234410313,,yes,,,"POLYGON ((12.5179034 55.7901711, 12.5179399 55.790109, 12.517813 55.7900853, 12.5178007 55.7901062, 12.5177538 55.7900975, 12.5177431 55.7901156, 12.5177353 55.7901141, 12.5177082 55.7901599, 12.5178408 55.7901845, 12.5178462 55.7901752, 12.5178833 55.7901822, 12.5178911 55.7901688, 12.5179034 55.7901711))",POINT (12.5178264 55.7901362),104.5,1124.8
,283,234410314,,yes,,,"POLYGON ((12.5149699 55.7898878, 12.515091 55.7898879, 12.5150911 55.7898463, 12.5149701 55.7898461, 12.5149699 55.7898878))",POINT (12.5150305 55.789867),35.2,378.7
,284,234410315,,yes,,,"POLYGON ((12.5132682 55.7900014, 12.5133532 55.7900023, 12.5133551 55.7899543, 12.5132703 55.7899532, 12.5132682 55.7900014))",POINT (12.5133117 55.7899778),28.5,306.9
,285,234410316,,yes,,,"POLYGON ((12.51807 55.7904588, 12.5181559 55.7904759, 12.5181766 55.790443, 12.5180908 55.7904258, 12.51807 55.7904588))",POINT (12.5181233 55.7904509),22.2,239.2
,286,234410317,,yes,,,"POLYGON ((12.5181011 55.7909068, 12.5181847 55.7907794, 12.5180436 55.79075, 12.5180123 55.7907977, 12.5179986 55.7907949, 12.5179779 55.7908266, 12.5179925 55.7908296, 12.5179609 55.7908777, 12.5181011 55.7909068))",POINT (12.5180708 55.790828),145.7,1568.4
,287,234410318,,yes,,,"POLYGON ((12.5150193 55.7909991, 12.5149576 55.7909231, 12.5147891 55.7909665, 12.5147773 55.7909517, 12.5146575 55.7909825, 12.5147407 55.7910849, 12.5148607 55.7910539, 12.5148512 55.7910425, 12.5150193 55.7909991))",POINT (12.5148332 55.7910002),211.4,2275.7
,288,234410319,,yes,,,"POLYGON ((12.5170135 55.7902994, 12.5171744 55.7903322, 12.5172772 55.7901727, 12.5171757 55.790152, 12.5171559 55.790183, 12.5170959 55.7901708, 12.5170135 55.7902994))",POINT (12.517146 55.7902418),188.3,2026.9
,289,234410320,,yes,,,"POLYGON ((12.5176182 55.7899833, 12.5176999 55.7898556, 12.517668 55.7898491, 12.5176852 55.7898226, 12.5175953 55.7898041, 12.5175744 55.7898363, 12.5173779 55.789796, 12.5173335 55.7898646, 12.5174434 55.7898871, 12.5174379 55.7898953, 12.5174986 55.7899078, 12.5175053 55.7898973, 12.5175327 55.7899029, 12.5175339 55.7899012, 12.5175493 55.7899044, 12.5175122 55.7899615, 12.5175156 55.7899622, 12.5174954 55.7899919, 12.517575 55.7900091, 12.517577 55.7900062, 12.5176096 55.7900132, 12.5176249 55.7899907, 12.5175924 55.7899836, 12.5175958 55.7899787, 12.5176182 55.7899833))",POINT (12.5175401 55.7898858),269.6,2901.7
,290,234410321,,yes,,,"POLYGON ((12.5141374 55.7908249, 12.5140892 55.7907505, 12.5140939 55.7907495, 12.5140609 55.7906975, 12.5140817 55.7906943, 12.5140535 55.7906456, 12.5139614 55.7906642, 12.5139906 55.7907089, 12.5139802 55.7907118, 12.5140141 55.7907656, 12.5138416 55.7908001, 12.5139122 55.79091, 12.514038 55.7908836, 12.514018 55.790848, 12.5141374 55.7908249))",POINT (12.5139966 55.7907928),246.7,2655.2
,291,234410322,,yes,,,"POLYGON ((12.5189308 55.7907715, 12.5187855 55.7908068, 12.5188009 55.7908271, 12.5187567 55.7908379, 12.5187838 55.790873, 12.518828 55.7908623, 12.5188497 55.7908905, 12.5188975 55.7908788, 12.5189017 55.7908843, 12.5189287 55.7908776, 12.5189242 55.7908718, 12.5189946 55.7908547, 12.5189308 55.7907715))",POINT (12.5188793 55.7908336),114.5,1232.4
